地名,センター（center.csvを使わない場合は空白化）,燃やすごみ,蛍光灯・乾電池,燃やさないごみ,かん,びん,剪定枝・草,ペットボトル・衣類,紙類
中西,,火 金,20200203 20200406 20200601 20200803 20201005 20201207,20200122 20200219 20200318 20200415 20200520 20200617 20200715 20200819 20200916 20201021 20201118 20201216,20200123 20200220 20200319 20200416 20200521 20200618 20200716 20200820 20200917 20201015 20201119 20201217,20200109 20200206 20200305 20200402 20200507 20200604 20200702 20200806 20200903 20201001 20201105 20201203,20200109 20200123 20200206 20200220 20200305 20200319 20200402 20200416 20200507 20200521 20200604 20200618 20200702 20200716 20200806 20200820 20200903 20200917 20201001 20201015 20201105 20201119 20201203 20201217,20200116 20200213 20200312 20200409 20200514 20200611 20200709 20200813 20200910 20201008 20201112 20201210,20200116 20200130 20200213 20200227 20200312 20200326 20200409 20200423 20200514 20200528 20200611 20200625 20200709 20200723 20200813 20200827 20200910 20200924 20201008 20201022 20201112 20201126 20201210 20201224
宮前,,火 金,20200203 20200406 20200601 20200803 20201005 20201207,20200122 20200219 20200318 20200415 20200520 20200617 20200715 20200819 20200916 20201021 20201118 20201216,20200123 20200220 20200319 20200416 20200521 20200618 20200716 20200820 20200917 20201015 20201119 20201217,20200109 20200206 20200305 20200402 20200507 20200604 20200702 20200806 20200903 20201001 20201105 20201203,20200109 20200123 20200206 20200220 20200305 20200319 20200402 20200416 20200507 20200521 20200604 20200618 20200702 20200716 20200806 20200820 20200903 20200917 20201001 20201015 20201105 20201119 20201203 20201217,20200116 20200213 20200312 20200409 20200514 20200611 20200709 20200813 20200910 20201008 20201112 20201210,20200116 20200130 20200213 20200227 20200312 20200326 20200409 20200423 20200514 20200528 20200611 20200625 20200709 20200723 20200813 20200827 20200910 20200924 20201008 20201022 20201112 20201126 20201210 20201224
清水,,火 金,20200203 20200406 20200601 20200803 20201005 20201207,20200122 20200219 20200318 20200415 20200520 20200617 20200715 20200819 20200916 20201021 20201118 20201216,20200123 20200220 20200319 20200416 20200521 20200618 20200716 20200820 20200917 20201015 20201119 20201217,20200109 20200206 20200305 20200402 20200507 20200604 20200702 20200806 20200903 20201001 20201105 20201203,20200109 20200123 20200206 20200220 20200305 20200319 20200402 20200416 20200507 20200521 20200604 20200618 20200702 20200716 20200806 20200820 20200903 20200917 20201001 20201015 20201105 20201119 20201203 20201217,20200116 20200213 20200312 20200409 20200514 20200611 20200709 20200813 20200910 20201008 20201112 20201210,20200116 20200130 20200213 20200227 20200312 20200326 20200409 20200423 20200514 20200528 20200611 20200625 20200709 20200723 20200813 20200827 20200910 20200924 20201008 20201022 20201112 20201126 20201210 20201224
富木,,火 金,20200203 20200406 20200601 20200803 20201005 20201207,20200122 20200219 20200318 20200415 20200520 20200617 20200715 20200819 20200916 20201021 20201118 20201216,20200123 20200220 20200319 20200416 20200521 20200618 20200716 20200820 20200917 20201015 20201119 20201217,20200109 20200206 20200305 20200402 20200507 20200604 20200702 20200806 20200903 20201001 20201105 20201203,20200109 20200123 20200206 20200220 20200305 20200319 20200402 20200416 20200507 20200521 20200604 20200618 20200702 20200716 20200806 20200820 20200903 20200917 20201001 20201015 20201105 20201119 20201203 20201217,20200116 20200213 20200312 20200409 20200514 20200611 20200709 20200813 20200910 20201008 20201112 20201210,20200116 20200130 20200213 20200227 20200312 20200326 20200409 20200423 20200514 20200528 20200611 20200625 20200709 20200723 20200813 20200827 20200910 20200924 20201008 20201022 20201112 20201126 20201210 20201224
西脇,,火 金,20200203 20200406 20200601 20200803 20201005 20201207,20200122 20200219 20200318 20200415 20200520 20200617 20200715 20200819 20200916 20201021 20201118 20201216,20200123 20200220 20200319 20200416 20200521 20200618 20200716 20200820 20200917 20201015 20201119 20201217,20200109 20200206 20200305 20200402 20200507 20200604 20200702 20200806 20200903 20201001 20201105 20201203,20200109 20200123 20200206 20200220 20200305 20200319 20200402 20200416 20200507 20200521 20200604 20200618 20200702 20200716 20200806 20200820 20200903 20200917 20201001 20201015 20201105 20201119 20201203 20201217,20200116 20200213 20200312 20200409 20200514 20200611 20200709 20200813 20200910 20201008 20201112 20201210,20200116 20200130 20200213 20200227 20200312 20200326 20200409 20200423 20200514 20200528 20200611 20200625 20200709 20200723 20200813 20200827 20200910 20200924 20201008 20201022 20201112 20201126 20201210 20201224
長慶,,火 金,20200203 20200406 20200601 20200803 20201005 20201207,20200122 20200219 20200318 20200415 20200520 20200617 20200715 20200819 20200916 20201021 20201118 20201216,20200123 20200220 20200319 20200416 20200521 20200618 20200716 20200820 20200917 20201015 20201119 20201217,20200109 20200206 20200305 20200402 20200507 20200604 20200702 20200806 20200903 20201001 20201105 20201203,20200109 20200123 20200206 20200220 20200305 20200319 20200402 20200416 20200507 20200521 20200604 20200618 20200702 20200716 20200806 20200820 20200903 20200917 20201001 20201015 20201105 20201119 20201203 20201217,20200116 20200213 20200312 20200409 20200514 20200611 20200709 20200813 20200910 20201008 20201112 20201210,20200116 20200130 20200213 20200227 20200312 20200326 20200409 20200423 20200514 20200528 20200611 20200625 20200709 20200723 20200813 20200827 20200910 20200924 20201008 20201022 20201112 20201126 20201210 20201224
大国団地,,火 金,20200203 20200406 20200601 20200803 20201005 20201207,20200122 20200219 20200318 20200415 20200520 20200617 20200715 20200819 20200916 20201021 20201118 20201216,20200123 20200220 20200319 20200416 20200521 20200618 20200716 20200820 20200917 20201015 20201119 20201217,20200109 20200206 20200305 20200402 20200507 20200604 20200702 20200806 20200903 20201001 20201105 20201203,20200109 20200123 20200206 20200220 20200305 20200319 20200402 20200416 20200507 20200521 20200604 20200618 20200702 20200716 20200806 20200820 20200903 20200917 20201001 20201015 20201105 20201119 20201203 20201217,20200116 20200213 20200312 20200409 20200514 20200611 20200709 20200813 20200910 20201008 20201112 20201210,20200116 20200130 20200213 20200227 20200312 20200326 20200409 20200423 20200514 20200528 20200611 20200625 20200709 20200723 20200813 20200827 20200910 20200924 20201008 20201022 20201112 20201126 20201210 20201224
大西団地,,火 金,20200203 20200406 20200601 20200803 20201005 20201207,20200122 20200219 20200318 20200415 20200520 20200617 20200715 20200819 20200916 20201021 20201118 20201216,20200123 20200220 20200319 20200416 20200521 20200618 20200716 20200820 20200917 20201015 20201119 20201217,20200109 20200206 20200305 20200402 20200507 20200604 20200702 20200806 20200903 20201001 20201105 20201203,20200109 20200123 20200206 20200220 20200305 20200319 20200402 20200416 20200507 20200521 20200604 20200618 20200702 20200716 20200806 20200820 20200903 20200917 20201001 20201015 20201105 20201119 20201203 20201217,20200116 20200213 20200312 20200409 20200514 20200611 20200709 20200813 20200910 20201008 20201112 20201210,20200116 20200130 20200213 20200227 20200312 20200326 20200409 20200423 20200514 20200528 20200611 20200625 20200709 20200723 20200813 20200827 20200910 20200924 20201008 20201022 20201112 20201126 20201210 20201224
東山（西神吉）,,火 金,20200203 20200406 20200601 20200803 20201005 20201207,20200122 20200219 20200318 20200415 20200520 20200617 20200715 20200819 20200916 20201021 20201118 20201216,20200123 20200220 20200319 20200416 20200521 20200618 20200716 20200820 20200917 20201015 20201119 20201217,20200109 20200206 20200305 20200402 20200507 20200604 20200702 20200806 20200903 20201001 20201105 20201203,20200109 20200123 20200206 20200220 20200305 20200319 20200402 20200416 20200507 20200521 20200604 20200618 20200702 20200716 20200806 20200820 20200903 20200917 20201001 20201015 20201105 20201119 20201203 20201217,20200116 20200213 20200312 20200409 20200514 20200611 20200709 20200813 20200910 20201008 20201112 20201210,20200116 20200130 20200213 20200227 20200312 20200326 20200409 20200423 20200514 20200528 20200611 20200625 20200709 20200723 20200813 20200827 20200910 20200924 20201008 20201022 20201112 20201126 20201210 20201224
ローレルコート,,火 金,20200203 20200406 20200601 20200803 20201005 20201207,20200122 20200219 20200318 20200415 20200520 20200617 20200715 20200819 20200916 20201021 20201118 20201216,20200123 20200220 20200319 20200416 20200521 20200618 20200716 20200820 20200917 20201015 20201119 20201217,20200109 20200206 20200305 20200402 20200507 20200604 20200702 20200806 20200903 20201001 20201105 20201203,20200109 20200123 20200206 20200220 20200305 20200319 20200402 20200416 20200507 20200521 20200604 20200618 20200702 20200716 20200806 20200820 20200903 20200917 20201001 20201015 20201105 20201119 20201203 20201217,20200116 20200213 20200312 20200409 20200514 20200611 20200709 20200813 20200910 20201008 20201112 20201210,20200116 20200130 20200213 20200227 20200312 20200326 20200409 20200423 20200514 20200528 20200611 20200625 20200709 20200723 20200813 20200827 20200910 20200924 20201008 20201022 20201112 20201126 20201210 20201224
サザンスクエア,,火 金,20200203 20200406 20200601 20200803 20201005 20201207,20200122 20200219 20200318 20200415 20200520 20200617 20200715 20200819 20200916 20201021 20201118 20201216,20200123 20200220 20200319 20200416 20200521 20200618 20200716 20200820 20200917 20201015 20201119 20201217,20200109 20200206 20200305 20200402 20200507 20200604 20200702 20200806 20200903 20201001 20201105 20201203,20200109 20200123 20200206 20200220 20200305 20200319 20200402 20200416 20200507 20200521 20200604 20200618 20200702 20200716 20200806 20200820 20200903 20200917 20201001 20201015 20201105 20201119 20201203 20201217,20200116 20200213 20200312 20200409 20200514 20200611 20200709 20200813 20200910 20201008 20201112 20201210,20200116 20200130 20200213 20200227 20200312 20200326 20200409 20200423 20200514 20200528 20200611 20200625 20200709 20200723 20200813 20200827 20200910 20200924 20201008 20201022 20201112 20201126 20201210 20201224
平津,,火 金,20200206 20200402 20200604 20200806 20201001 20201203,20200122 20200219 20200318 20200415 20200520 20200617 20200715 20200819 20200916 20201021 20201118 20201216,20200115 20200212 20200311 20200408 20200513 20200610 20200708 20200812 20200909 20201014 20201111 20201209,20200129 20200226 20200325 20200422 20200527 20200624 20200722 20200826 20200923 20201028 20201125 20201223,20200115 20200129 20200212 20200226 20200311 20200325 20200408 20200422 20200513 20200527 20200610 20200624 20200708 20200722 20200812 20200826 20200909 20200923 20201014 20201028 20201111 20201125 20201209 20201223,20200108 20200205 20200304 20200401 20200506 20200603 20200701 20200805 20200902 20201007 20201104 20201202,20200108 20200122 20200205 20200219 20200304 20200318 20200401 20200415 20200506 20200520 20200603 20200617 20200701 20200715 20200805 20200819 20200902 20200916 20201007 20201021 20201104 20201118 20201202 20201216
東平津,,火 金,20200206 20200402 20200604 20200806 20201001 20201203,20200122 20200219 20200318 20200415 20200520 20200617 20200715 20200819 20200916 20201021 20201118 20201216,20200115 20200212 20200311 20200408 20200513 20200610 20200708 20200812 20200909 20201014 20201111 20201209,20200129 20200226 20200325 20200422 20200527 20200624 20200722 20200826 20200923 20201028 20201125 20201223,20200115 20200129 20200212 20200226 20200311 20200325 20200408 20200422 20200513 20200527 20200610 20200624 20200708 20200722 20200812 20200826 20200909 20200923 20201014 20201028 20201111 20201125 20201209 20201223,20200108 20200205 20200304 20200401 20200506 20200603 20200701 20200805 20200902 20201007 20201104 20201202,20200108 20200122 20200205 20200219 20200304 20200318 20200401 20200415 20200506 20200520 20200603 20200617 20200701 20200715 20200805 20200819 20200902 20200916 20201007 20201021 20201104 20201118 20201202 20201216
船頭,,火 金,20200206 20200402 20200604 20200806 20201001 20201203,20200122 20200219 20200318 20200415 20200520 20200617 20200715 20200819 20200916 20201021 20201118 20201216,20200115 20200212 20200311 20200408 20200513 20200610 20200708 20200812 20200909 20201014 20201111 20201209,20200129 20200226 20200325 20200422 20200527 20200624 20200722 20200826 20200923 20201028 20201125 20201223,20200115 20200129 20200212 20200226 20200311 20200325 20200408 20200422 20200513 20200527 20200610 20200624 20200708 20200722 20200812 20200826 20200909 20200923 20201014 20201028 20201111 20201125 20201209 20201223,20200108 20200205 20200304 20200401 20200506 20200603 20200701 20200805 20200902 20201007 20201104 20201202,20200108 20200122 20200205 20200219 20200304 20200318 20200401 20200415 20200506 20200520 20200603 20200617 20200701 20200715 20200805 20200819 20200902 20200916 20201007 20201021 20201104 20201118 20201202 20201216
船頭県営住宅,,火 金,20200206 20200402 20200604 20200806 20201001 20201203,20200122 20200219 20200318 20200415 20200520 20200617 20200715 20200819 20200916 20201021 20201118 20201216,20200115 20200212 20200311 20200408 20200513 20200610 20200708 20200812 20200909 20201014 20201111 20201209,20200129 20200226 20200325 20200422 20200527 20200624 20200722 20200826 20200923 20201028 20201125 20201223,20200115 20200129 20200212 20200226 20200311 20200325 20200408 20200422 20200513 20200527 20200610 20200624 20200708 20200722 20200812 20200826 20200909 20200923 20201014 20201028 20201111 20201125 20201209 20201223,20200108 20200205 20200304 20200401 20200506 20200603 20200701 20200805 20200902 20201007 20201104 20201202,20200108 20200122 20200205 20200219 20200304 20200318 20200401 20200415 20200506 20200520 20200603 20200617 20200701 20200715 20200805 20200819 20200902 20200916 20201007 20201021 20201104 20201118 20201202 20201216
上ノ町,,月 木,20200128 20200324 20200526 20200728 20200922 20201124,20200129 20200226 20200325 20200422 20200527 20200624 20200722 20200826 20200923 20201028 20201125 20201223,20200131 20200228 20200327 20200424 20200522 20200626 20200724 20200828 20200925 20201023 20201127 20201225,20200117 20200214 20200313 20200410 20200508 20200612 20200710 20200814 20200911 20201009 20201113 20201211,20200117 20200131 20200214 20200228 20200313 20200327 20200410 20200424 20200508 20200522 20200612 20200626 20200710 20200724 20200814 20200828 20200911 20200925 20201009 20201023 20201113 20201127 20201211 20201225,20200124 20200221 20200320 20200417 20200515 20200619 20200717 20200821 20200918 20201016 20201120 20201218,20200110 20200124 20200207 20200221 20200306 20200320 20200403 20200417 20200501 20200515 20200605 20200619 20200703 20200717 20200807 20200821 20200904 20200918 20201002 20201016 20201106 20201120 20201204 20201218
